Frame,Timestamp,left_elbow,right_elbow,left_knee,right_knee,left_shoulder,right_shoulder,left_hip,right_hip
41,1717570674.7314005,158.5646987466489,135.5022205832932,175.74132682168218,174.17201741394544,104.87402979933732,102.97525929292311,164.04312600447173,170.9339415013285
42,1717570674.7813954,157.11835941829975,136.68850225482092,173.91610851796412,170.7712570232938,104.93009097904252,102.88571394321781,163.2903650705947,173.20405598398108
43,1717570674.8314085,157.37246226368381,137.27760895833407,172.41668906989503,172.76773587617714,106.16608628896643,101.78554025051818,161.7455808026204,172.4541023908855
44,1717570674.8913856,159.1239713795896,138.96710178144923,171.85241542982206,174.73565887488138,106.52613043649842,101.1942345781431,162.09577652913418,171.3088107126887
45,1717570674.9313831,159.07037031295275,140.59024837594424,170.69154915535947,175.34801834064675,106.72508486643449,100.58727240095993,161.44925742247437,171.23365642949028
46,1717570674.9713852,158.50433553801187,141.0042093246457,169.32636654330219,175.23275245770756,106.78456660201896,100.67986449161492,160.65401402744888,171.88291349739504
47,1717570675.0213768,158.1372168147203,142.64150566548417,170.39279055620574,175.27790278682753,106.62285794723243,101.20869186969304,161.10669471907755,171.76318967486017
48,1717570675.0613763,159.18605944147833,139.34207500080177,169.66181809395627,175.8168099633161,107.37638648336124,101.20869186969304,161.2563249333519,171.80834000398016
49,1717570675.1113913,159.38590650375687,140.38370167681177,169.69182373641507,176.53415679086035,107.17653942108272,101.20869186969304,161.2563249333519,171.08543209914455
50,1717570675.1613905,159.86369657175186,139.36677332872006,167.67065603380325,176.53415679086035,107.55715592796471,101.83936903145491,160.31064555097774,171.08543209914455
51,1717570675.2313805,162.9906443810548,140.38370167681177,165.55596427550776,176.37851529588266,106.9705636279104,101.25510399361457,158.741611386098,172.16759328802513
52,1717570675.2713861,167.44244378372113,142.45223289640725,169.28205863532722,177.716320339496,105.3128183608063,101.96394502230737,160.84655983226403,171.335169952616
53,1717570675.3313727,169.90772870457445,144.3085360693272,167.93692993364994,175.76360520094119,105.1639340371511,102.27041095775058,160.8402918783726,172.99945053971408
54,1717570675.381369,171.41328479529332,143.6052934213652,166.37181407851995,175.8653286262636,105.33819614050536,102.5058388671215,160.72552308741223,172.8247388997162
55,1717570675.4213557,171.41328479529332,143.83348133043054,164.40589964827285,176.55294659366953,105.33819614050536,101.16899428329879,159.94007481955322,173.0238777306257
56,1717570675.4713645,169.8084981499723,141.57567734175814,170.27242144859838,176.67259575827342,105.94539590092286,101.16899428329879,164.01338514347614,171.86865189584935
57,1717570675.5213645,169.8084981499723,140.53405066574817,171.7778378262699,176.7107573215082,105.94539590092286,101.16899428329879,164.93417100044243,171.83049033261463
58,1717570675.5713444,169.6697677200847,140.0699005251675,174.08447690178525,176.74805439963612,105.94539590092286,101.25784992539371,165.29967807349962,171.79319325448668
59,1717570675.6313393,170.48515822015725,137.44306034038848,174.0508711195632,176.82016988013575,105.13000540085031,101.93515062123856,164.85018021078983,172.01988625483148
60,1717570675.6913364,169.04890905232853,139.08421223067714,172.73523812451523,176.82016988013575,105.73160667104574,101.25784992539371,164.05319175980725,171.94538611272216
61,1717570675.7313354,169.04890905232853,137.75542470050274,175.1631462618296,177.4551956201869,105.73160667104574,101.25784992539371,166.4543636510393,171.31036037267103
62,1717570675.7913287,169.4955174767096,136.15508205799577,174.4130639098903,178.13232116056582,104.96008535661673,101.13506564699804,166.08130669287755,170.7077349744014
63,1717570675.8313472,170.17688876595182,141.57523013118964,172.70447912451257,178.13232116056582,104.19901904980217,99.68527742014243,167.0072913500721,170.7077349744014
64,1717570675.8813436,171.2538377374448,143.9375404101498,170.79298286736739,177.52281458389064,103.26779576414484,99.65256101480742,167.59715727625115,170.63323483229212
65,1717570675.9313412,171.7321706017719,151.06291844987703,169.46971786016928,177.49575208485984,103.13420605861566,99.7076629114311,169.6942651488214,171.8579746870081
66,1717570675.9813342,173.71522001584046,151.20902492780797,170.44548684943084,177.49575208485984,101.96944221647918,99.5329704823481,170.34886673947864,171.8579746870081
67,1717570676.0213318,174.37074952943073,153.25189583707854,173.7286501726049,176.81551354796065,101.96944221647918,98.83272359961535,172.99588660881645,171.74853532766792
68,1717570676.0813112,174.8452358692538,151.34878749853925,168.82944837683638,179.38394009160078,101.88720039138465,98.87363965200097,167.9236030311545,170.16643603579288
69,1717570676.1313097,174.68447419457948,150.65160820666188,169.87949883633877,179.38394009160078,101.28210548275837,99.57081894387835,168.25110241591005,170.5992199589762
70,1717570676.2013044,174.27421665413036,150.32517114703316,169.74017806651844,178.71104434261053,101.35801533942924,98.95624285094209,167.93775882851517,169.6893943897088
71,1717570676.2513065,173.94930797024423,152.4853819664862,170.93318524265123,177.42473526339407,100.70261173761546,100.23175668182728,168.99144523482758,168.7674452628907
72,1717570676.3012974,173.63429811351705,150.91753143363962,168.80443020746392,176.16546039486047,99.98358073903404,100.93674085709705,166.2503504969356,168.8483609770815
73,1717570676.341299,173.63429811351705,146.60990763632412,164.45273264532895,175.5498275315056,99.9689905230232,101.7826421212223,163.99190408339106,169.2149147996788
74,1717570676.4012926,173.39918985307813,146.5662575383346,172.71833119246494,174.46909850491315,100.52095399468367,101.34933649918952,160.90902130299628,169.4076256851068
75,1717570676.4412916,174.67319580151903,145.61286488195523,174.02658402926383,173.85757325422833,99.24694804624276,102.71911557155187,163.07630920265936,169.14358665193774
76,1717570676.4813066,174.09067943250224,144.3746864000564,178.0147588020468,174.4737344002047,99.6733554324035,103.4218350678862,168.3037841652685,171.03172518363033
77,1717570676.5313027,171.8397895143468,146.24669947165182,173.5670538354443,176.87146210479554,100.95617138235905,102.41105053007243,167.64658698637712,176.55326278451017
78,1717570676.5813003,171.90081819303822,145.80452972495164,172.6156759627936,174.80557109226518,101.50163658345521,101.51923563942,167.23804469397263,177.92747450192311
79,1717570676.6312969,172.03331927773255,140.34305575857516,171.93485881927077,173.9246001889658,102.60235380034598,100.91025166079538,167.05059461303762,178.5339320154198
80,1717570676.6812932,173.7390300697528,129.16601499647237,173.21875420296968,172.70128541467838,102.62023166364168,99.87384883217442,167.77963086718398,179.7897412025075
81,1717570676.7312865,173.97934382316356,130.1052469145266,174.28151705540165,174.18958460958777,103.5367832678313,98.68855846849874,169.08135455622062,177.8208531880315
82,1717570676.7812707,173.93287199079728,126.46979395740033,173.453709216706,171.9556460604783,104.79903794511645,97.55313430793433,168.25412978985287,179.08606500948594
83,1717570676.8312843,175.61348486568286,132.2189739698726,175.94958748061268,171.93042414889555,104.89157900423449,97.06048956037262,168.24628520184675,178.75530246161097
84,1717570676.9012623,178.42908660142115,133.69407577072954,173.83283208386402,169.11078998722377,104.68532863589145,96.46988719485057,163.12496869106812,179.0416098112311
85,1717570676.9712756,178.7767884461369,131.95626411234124,175.10851569871267,168.9515017852819,105.70266247874727,96.64501400488223,159.6523208020029,179.13600145485228
86,1717570677.0112727,179.84458687433502,131.04244688587212,164.48007899766577,167.97404963275653,104.40740084375355,97.94347181059038,158.56862386243827,178.827226114006
87,1717570677.061269,179.51853419416165,132.17931372857097,163.14863782536946,166.86988973644299,104.40929983370272,99.31016703326048,158.99677728856574,178.50728818629574
88,1717570677.1112502,179.32401928480144,125.87554470457951,160.70030058545024,166.4174197934543,104.50406604532218,101.2552061145102,159.79163052605833,179.51078349515603
89,1717570677.1612663,175.4319062855447,121.476839349584,159.0442232693678,165.1910945922018,104.59509865020829,101.82180604508989,159.3410899366925,178.8771864039918
90,1717570677.211261,169.54317569267008,117.5316531205464,157.4854018786306,165.98454516311523,104.5269193847281,102.38873901943902,159.84561917490694,176.56386018240516
91,1717570677.2612576,153.03718295167926,121.15549042608183,157.18604760754872,164.03931484674382,104.83469674943134,100.88449969162582,160.89329049628185,175.98302902343738
92,1717570677.3112407,146.77928857758886,118.3139972216322,163.51472858487253,167.78560847852768,104.534234684184,101.88221717561873,166.49058385999004,173.06051794642707
93,1717570677.3612342,141.18533866481243,121.76075140325392,170.63295413267284,168.25182415896958,104.19109654902398,101.44933798850002,166.7509772449466,172.13502458051306
94,1717570677.4112315,118.79444193366123,120.9121154649277,179.42706130231653,168.838139862051,105.35403463245811,100.07399768273939,165.7220036228054,171.90996695303375
95,1717570677.4512286,105.73588192853782,123.26596709397879,175.5169298644535,168.4523270666868,106.68402716452894,98.95813236286227,165.23718795445845,171.9057747729728
96,1717570677.5012417,100.17551084304321,120.89168640717412,168.51564014574362,173.41570936850945,107.48075655929739,98.25345567683712,165.72587754107207,170.11765929664222
97,1717570677.5512226,103.17087354003324,125.68440978705999,166.2447012574271,172.32255281662376,107.67571387211537,97.42905949474175,165.69226259690575,166.07025414086442
98,1717570677.6112185,107.31260268061992,126.38609888694853,172.72384696814157,177.1844433157888,108.78678044392102,97.26737117749303,166.29958080484238,166.50426671920417
99,1717570677.6612153,110.45004357938336,126.17025533209093,171.81977011750246,178.14998503591673,106.9553130520252,96.34019174590992,167.31421794521066,164.5306100917502
100,1717570677.7112129,113.45675539092571,124.39458146836816,171.49688351804605,175.072890052351,106.69924423399362,94.08561677997488,167.00840650161805,164.71256557588327
101,1717570677.7612085,109.84508457960787,126.46822402503267,176.03129333734393,178.1211133933551,106.39113272389328,94.6584642337038,166.723602957684,163.8538214209589
102,1717570677.8312044,106.82007267204418,131.7375354055515,179.7683025590091,175.77854320412578,106.37908313847406,91.87988329631008,166.491550660569,160.97708776244875
103,1717570677.8712013,107.99308781797374,132.43622978853497,175.99775367639816,175.33103353851033,105.31281836080629,91.78991060824609,165.1648631760395,157.9843112418438
104,1717570677.921213,106.27461653369292,132.34085870511447,169.57202525477462,178.1482730664228,105.36029107629753,91.70371037806694,165.36967204239002,158.36426174360906
105,1717570677.9811938,108.17212598968548,132.3496992820406,169.55139299800956,177.50458981166332,105.42216131873867,92.29662755871288,166.12734925258735,159.54333545947878
106,1717570678.0211914,109.66028598804618,130.6737088762995,172.21778927599,178.8542371618249,104.41100027706412,92.86017442952692,163.68830009381932,164.15493954618896
107,1717570678.0711884,108.98973216598812,130.6827732298883,171.2959154137331,177.8350706099146,104.48745194927743,93.44521222578283,164.0672382288642,164.02057374502309
108,1717570678.1211846,106.89200125210219,130.6827732298883,171.88767112666565,174.13639472066677,106.05442290632597,93.44521222578283,165.24206595980064,166.07710115081187
109,1717570678.191214,110.74773787587716,129.76073719780612,170.31954563977374,171.43046475918754,106.17104694198808,93.9895302196457,166.42226097366526,168.8994299784947
110,1717570678.2411835,112.42951422141067,127.10051176130631,166.90189480358984,167.011378371765,106.17104694198808,93.99859457323453,166.42226097366526,173.45764703229895
111,1717570678.291181,110.50664203835966,126.52791297119077,165.97465548182092,162.0480389313885,107.80199604766364,92.69549551834706,166.7670659154997,176.13132266044673
112,1717570678.3311782,109.50412935094522,129.53898917190875,165.90736306651124,155.318488901965,108.21734591888485,93.26453822777154,166.7745519717499,179.82783771912463
113,1717570678.381189,112.56903247804316,132.200907414095,165.43610014382955,150.32264021371654,107.98513840169788,93.83212580213984,168.52876005131785,177.67829134134774
114,1717570678.4311862,112.47943439710312,132.3775985394589,163.8897839006755,148.71337668569154,107.2196390863712,94.55686731363699,167.25953642084593,175.20737658531
115,1717570678.4811645,117.49254815213892,133.18028899142368,162.87603695697655,148.71337668569154,107.80581108419194,93.97069531581622,167.39035867399966,174.83423928626846
116,1717570678.5311754,117.2001678589134,134.89875093680405,163.43299351443812,150.35656930547427,106.73530042361976,94.54707818345491,167.24706834872848,174.21071223330867
117,1717570678.5811741,124.92370252881327,140.79629940224166,164.35332808425974,148.88865033866216,105.91542165332355,95.13213949995753,167.89345227128803,173.65980825409008
118,1717570678.6411676,132.99746686817312,142.47373526868694,165.72412689826788,149.03624346792648,105.33158950117864,95.7059215242432,168.66593282668563,173.76490833850502
119,1717570678.691169,139.7636416907262,142.43140797117252,166.4508230141277,150.6127935231102,105.26477583755474,96.53663364879708,168.793256571573,175.34145839368873
120,1717570678.7411606,147.57863877983058,140.1944289077348,166.79426612616425,155.14802496610758,104.46301977983049,95.94686305397346,170.6968470635387,178.4198275272
121,1717570678.7911587,153.75125583336788,138.46822925891712,167.7506177893811,158.2950840630671,102.86933710520411,96.53663364879708,171.33135048164104,178.40774057224857
122,1717570678.831161,154.16207722667016,140.07663654956175,168.55066201149998,159.15470635246012,103.0072582121501,97.32099544222439,173.4579618537881,177.55936207423852
123,1717570678.8911548,158.63846869123316,140.80364180618656,156.0785222865935,155.2464519605823,101.63456534989719,97.32099544222439,170.11870875771473,176.19830402823376
124,1717570678.9411368,165.37074814259486,140.06958546072354,151.96859912506906,150.63235551094937,99.43957203205863,98.64944992930106,167.4292669840416,179.9424548775548
125,1717570678.991131,167.52083662328633,137.69649429202195,150.50823929698672,151.09924794753704,99.36380071253703,99.47760311965504,166.6549258586893,179.8612695701124
126,1717570679.0411303,168.3137165515889,138.54607066917686,164.14000155816507,146.64906585605624,100.24004520228924,100.32611044237245,157.87087057965783,178.32571590905818
127,1717570679.0911255,167.8025652996182,137.99454770232816,161.98207327507922,150.94539590092285,100.65178224602103,101.0676684653211,154.74611157795178,177.3226040023314
128,1717570679.1411266,168.44677480771497,134.93203350813968,161.256597739719,150.97534142755845,101.54252570043688,102.15481852208023,154.19574237129143,179.48844413341297
129,1717570679.1911206,168.3986414819692,134.1059007535396,163.17662309801813,150.88944700689908,102.43076119567665,102.98095127668029,154.29551102717568,178.8271174751051
130,1717570679.2411213,170.68891503132167,134.11103923484296,160.6383234555658,150.23957875781554,102.12523525910707,104.76844462556025,150.6015436156339,177.04922089099364
131,1717570679.2911336,172.01108620889855,136.61849188752936,156.69698230031875,151.78983037118473,101.3604808026763,105.09719460146908,145.2035277777122,175.82289303109778
132,1717570679.3411105,173.2493645823498,137.05051339631748,161.67288501370905,153.7744458087812,101.60105297134693,104.27973501733726,143.99364873081714,176.64286595993843
133,1717570679.3911116,172.3080816908523,138.65273269708953,165.19601984372952,156.0816798260411,101.53732020618331,104.46068048389992,144.04943056287894,178.0977440776281
134,1717570679.4411044,171.5087334431745,139.81719298246392,165.64952323197684,155.51331906828398,101.53732020618331,103.68148860562172,145.41988158067852,176.18330525139402
135,1717570679.5011017,173.15145332508587,140.59641871499932,167.5988996242638,157.17257836633212,101.31640803677666,104.649544133083,145.54689166229895,173.8334463304362
136,1717570679.5610964,175.6676860168115,137.62357789278357,166.6472040861052,157.21062140598252,100.00131595179553,103.94015733249887,146.32851207629818,174.9906829155689
137,1717570679.6110964,175.6676860168115,140.22685960343784,177.42000623632262,160.60005394827328,100.54726645868556,102.61501494733068,151.6152668322956,177.34580448659338
138,1717570679.6610944,177.32838242027108,145.4368054835874,177.94016148328592,155.8665025589538,101.15383186436216,99.57661885002432,163.88672056045525,173.89998602367143
139,1717570679.7110884,176.63353933657018,145.15426658020024,177.09692819723534,157.87882093429255,103.15986613843394,99.79130428664041,170.05486825588048,173.6829289996233
140,1717570679.751087,178.98667729569652,154.32737639830816,167.82598280170842,171.92410366516174,101.79099690998007,98.24020574807071,171.86491236964383,178.53586663161187
141,1717570679.8011017,178.5318264354244,154.17660033662807,172.993960180354,176.48579079672697,101.7936152084119,96.06260804890235,169.3652390612597,175.88624545974415
142,1717570679.8610795,178.5318264354244,153.434948822922,170.6668761738324,175.69983614434034,101.7936152084119,96.1275692223291,170.8462963725387,176.2989606755215
143,1717570679.9110768,178.89404124771147,153.40951794154137,178.5391514183647,176.42706606889985,101.61426271847205,96.93332510648122,176.08703686157475,177.11124414832716
144,1717570679.9510894,179.64476056920552,140.78019016310947,179.16301382257873,179.23610153907,101.75971930994153,94.77589397783993,178.73034872789475,175.3758486715709
145,1717570680.0110707,176.8091131879702,130.98910172018503,177.56262222379632,172.51189071725298,104.89291430809219,95.21627945501837,178.56485158152267,171.05538161972697
146,1717570680.0610683,174.71875937155488,108.91440022171858,174.89566120676693,179.11859600341785,106.8646592331322,95.52955455869795,178.27238353707955,176.18592516570965
147,1717570680.1110673,174.8939752764602,126.01712919077096,178.8710226385783,175.9943235531385,107.64213963575246,94.7520741560777,157.0313468826217,178.4082313914503
148,1717570680.1510618,172.41168555875643,138.2816256443101,178.24914581345715,169.41733737232533,108.1536955023395,93.06591030197143,154.64160226226744,179.8051171477614
149,1717570680.2010593,174.18588664319836,148.31763397294935,179.97028227470165,170.23243835703346,107.42268084546863,92.2549096238609,158.18044391936942,178.795604365145
150,1717570680.2610526,173.58821580323075,151.06777029731148,168.5496752080914,172.1217959327962,109.3206101332168,90.03052518598412,159.32702086834917,178.80731188197032
151,1717570680.3010566,175.26441696497062,141.73749187825774,162.3589372665534,170.3793253660753,109.62283661947747,88.39121414017683,157.61986494804043,179.63035493815298
152,1717570680.3610628,176.8368717538831,138.31846343693005,155.10734318401128,169.29849541112125,109.11633330325597,90.02044087659016,157.0942303415828,179.16460018548386
153,1717570680.4110482,176.88747107805486,139.16243543852167,159.21734114528607,167.4339791896643,109.1617179292877,88.38179859567924,159.95343485684373,178.5750257274846
154,1717570680.4610562,179.93503882657328,135.86109417345494,168.90698640191965,170.14288586988351,106.92325273255972,89.97257700615603,169.42169336766165,175.9736309516807
155,1717570680.5210407,179.29268063145577,123.73329563338345,171.17962044797895,169.38754690844362,104.4593951503185,93.94680516547612,172.3493490446406,176.06610654649054
156,1717570680.571036,175.18466853615328,121.23384547835516,170.92974904694242,168.52834006875784,102.40488250798414,97.01405737939592,171.09536508145402,173.30131891241228
157,1717570680.6210327,169.39067154381382,119.50072462349917,170.0043431964358,170.6891283680705,102.83706230334428,99.66825289280251,170.72444076419606,172.6822103982799
158,1717570680.6710274,157.71304468364008,120.79964981389054,170.98764304493528,171.94577116306306,104.30090574060611,101.52534308881195,170.7861084348688,170.95465689206205
159,1717570680.7210252,150.39079398702867,123.70253939768375,165.39170405384303,170.68902079763387,104.78272604261568,102.33908727832619,169.83420461265462,170.2057171014869
160,1717570680.7710235,141.10653200118867,122.7804112188723,168.37071838728002,171.08340287977342,105.21167442008095,102.56785502500054,169.79958481051546,170.70746352888952
161,1717570680.8310213,130.23885790701732,122.00538320808349,172.2429509943046,167.8530813485585,103.851419013805,102.99461679191648,167.9306141206889,173.76472624616548
162,1717570680.8810322,119.69311191458753,123.91453564107985,172.87498365109818,165.59997869320895,104.2259638987518,102.99461679191648,167.95233465485694,173.54790837933948
163,1717570680.9410288,119.57414086723485,122.00538320808349,175.14922430195395,171.68336836610078,104.42077312751098,102.99461679191648,167.44208038823137,172.72537218776694
164,1717570680.9910297,121.96884253732772,123.85711014166068,179.66881421158462,174.34110034527177,104.03624346792648,101.14288985833934,166.37578459967324,167.8043863181425
165,1717570681.0410128,118.78778552335694,123.69006752597974,178.99048721738362,167.8400441448887,103.5862200855316,101.9609928542497,166.06593347148478,167.28228691839846
166,1717570681.101006,116.10685408518073,122.00949987566605,169.6348331359243,172.44093301895882,104.65675111576043,101.14288985833934,165.78786063458185,165.44692717827644
167,1717570681.151001,110.62763507759648,121.84245725998517,164.81480934404527,176.0244463273965,103.99288685152325,103.2624415234198,166.9108358029567,162.6585259871515
168,1717570681.1909986,103.10361775644971,117.7739160845178,165.7658970094707,176.98721249581666,103.13727405324374,104.36040283531099,167.1537892681099,163.2173558547293
169,1717570681.2410092,107.47477425625567,119.74207652998177,165.64406858141825,175.81613215377553,104.48976259388445,101.9499150863304,169.15001960714517,164.65860553093034
170,1717570681.2909956,109.13162054980037,122.20228360400961,164.85826329837283,175.6570659896676,105.08041980853113,99.21908218638936,170.405331238318,164.9433424782734
171,1717570681.3409894,108.9435749706415,120.6978847535699,165.00548408501365,173.10868799296895,103.02096187949861,97.3617744208089,170.37429344096776,166.39836301505696
172,1717570681.3909862,100.1084163811299,125.13835487716784,166.86988973644299,168.33725950903948,102.58810781167159,98.17480496419063,173.03541640996943,169.41563406374877
173,1717570681.4509823,101.81314470013717,127.31470232662866,169.96664241885964,165.73796753771708,103.2505463005102,94.8334373591702,173.40964027896715,170.75388725443673
174,1717570681.4909787,105.39121293526327,126.73337102692568,166.826779477899,163.03804661870674,100.13221156580475,97.1250163489018,171.31857937483238,171.8044541797144
175,1717570681.5309772,101.23965968074538,126.3296090569664,168.68719368440557,161.84069884875083,99.76244185569367,95.56294964063892,173.49129921297674,173.1369481591732
176,1717570681.5909722,101.98938385293225,123.69006752597974,170.59248719995747,158.8571336912118,100.74887422602144,95.44033203100554,175.94558581980667,176.37077994025083
177,1717570681.6409688,101.75407690713214,124.53259178672022,171.3077223686306,160.51919977172062,101.79504933396666,94.6629535972379,176.3558111214902,175.22332469268494
178,1717570681.6809733,91.98783824194304,118.17859010995915,172.9041814298752,159.2624641368821,100.77427718129108,96.26349061433456,175.8996757498942,177.47606359731063
179,1717570681.7409654,99.264523985133,123.47434046745951,172.07719890446964,156.91177472265178,101.03703657761045,95.40839321806783,174.82434664889365,177.8914169737086
180,1717570681.7809806,97.60424161615018,121.35320967397286,171.2075979125122,156.33128960667926,101.7283293879812,96.41472206470416,174.76259185547713,176.34820532728517
181,1717570681.8309803,98.73155982871309,122.19573393471325,171.30397423795435,155.25325178737387,102.21700171753297,94.82076607809267,174.73760460040486,175.068113470691
182,1717570681.890955,99.82393172341587,125.75388725443673,170.3003681284788,155.47912097019338,101.76047977580444,94.18491612511838,173.61495394912225,174.9483106562376
183,1717570681.9709468,100.24714681101752,125.75388725443673,170.12976456878775,158.03803011410363,102.10208437149393,95.00064459755845,173.09226952623362,176.9677746095423
184,1717570682.0209439,99.69975156013976,122.19573393471325,170.05301206344154,159.0057167907836,102.64947962237169,95.00064459755845,173.47299515830264,177.41582999345218
